Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	r_w[1]	r_w[2]	r_w[3]	r_w[4]	r_w[5]	r_w[6]	r_w[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
4500	-165.6625	-145.3997	-20.26279	0.245506	0.245218	0.244962	0.244954	0.244886	0.0712943	0.244957	0.798758	1.28226	0.818637	1.71287	0.902158	0.647492	2.52566	0.978401	0.678027	0.623798	2.77504	0.917529	0.580605	0.504428	0.456084	177.72	177.719	177.719	177.719	177.719	177.545	1.25698	1.36542	1.43049	1.08044	1.47942	1.56007	1.1202	1.70607	1.11398	0.929606	1.41046	1.49738	1.01993	1.65307	1.0087	0.806359	1.90609	1.00029	0.796978	0.74863	89.9624	90.908	90.0022	91.7347	90.1667	89.6636	93.2584	90.3164	89.7243	89.6166	93.8597	90.3633	89.7016	89.5507	89.4547	1.56808	1.62826	1.64724	1.67118	1.354	1.53255	1.54941	1.57434	1.23638	1.5672	1.63043	1.23732	1.70074	1.2163	1.0605	61.093	61.3062	61.4344	60.7444	61.5291	61.6884	60.8233	61.9696	60.8109	60.4449	61.5587	61.7329	60.7948	62.0321	60.7727	60.3714	62.5131	60.756	60.3529	60.2567	1.6649	1.66294	1.66121	1.66115	1.66069	0.483481	1.66118	0.0671843	0.0671224	0.00963902	0.00963878	0.00963667	0.00963313	0.0670665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96107	0	-1.82934	0	0	-0.829747	0	-1.05772	0.0671843	0.0671224	0.00963902	0.00963878	0.00963667	0.00963313	0.0670665	0.245506	0.245218	0.244962	0.244954	0.244886	0.0712943	0.244957	0.1013309	0.0444375	0.04503987	0.1474602	1.63456	1.9886	-0.567539	-0.42176	-1.93988	0	0	-1.23351	0.14746	0.101331	0.2487912	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1
4520	-165.2547	-148.395	-16.85975	0.422969	0.408683	0.252533	0.242069	0.135369	0.00973102	0.246308	0.868026	0.757686	0.699662	0.784609	0.697506	0.514994	0.744026	0.598194	0.41167	0.395162	0.651267	0.48319	0.294138	0.275569	0.163501	10.0506	10.0363	9.88016	9.8697	9.763	9.63736	1.15428	1.15568	1.00004	0.951906	1.06111	0.907348	0.850272	0.904757	0.837414	0.660581	0.945828	0.795743	0.733863	0.793322	0.720784	0.54136	0.702178	0.611338	0.433286	0.416722	5.84109	5.77541	5.67476	5.83814	5.68076	5.47226	5.85947	5.58868	5.37229	5.34979	5.79685	5.48405	5.26276	5.23618	5.1188	1.41741	1.31928	1.30897	1.14569	1.09997	1.20479	1.19504	1.03143	0.982815	1.08805	0.92888	0.875899	0.918963	0.860622	0.685391	4.59726	4.61031	4.45498	4.37368	4.52762	4.37596	4.27706	4.38069	4.26181	4.06451	4.42241	4.27813	4.16977	4.28313	4.15409	3.95165	4.20635	4.04191	3.84222	3.8196	1.59816	1.54418	0.954179	0.914644	0.511482	0.0367681	0.930661	0.0157487	0.0154591	0.00446741	0.00436645	0.00318986	0.000769375	0.0117596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69316	0	-1.79668	0	-0.526896	0	-0.975386	0	0.0157487	0.0154591	0.00446741	0.00436645	0.00318986	0.000769375	0.0117596	0.422969	0.408683	0.252533	0.242069	0.135369	0.00973102	0.246308	0.04761578	0.01533562	0.01222504	0.2646596	1.47707	0	0	1.29401	-0.981341	0	0	0	0.26466	0.0476158	0.3122754	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0
4540	-165.4506	-145.3766	-20.07399	0.743961	0.709221	0.370969	0.350457	0.160486	0.032468	0.358731	1.51508	1.26244	1.14586	1.31435	1.14056	0.75484	1.25596	0.964272	0.570794	0.539721	1.19461	0.856161	0.457214	0.422265	0.222905	28.5967	28.5619	28.2237	28.2031	28.0132	27.8852	1.94506	1.94614	1.60993	1.51268	1.77823	1.44576	1.33181	1.44224	1.30705	0.932062	1.66962	1.3435	1.22054	1.34035	1.19529	0.815291	1.18345	1.00045	0.622884	0.591713	15.6824	15.5141	15.3169	15.6365	15.3267	14.8939	15.7043	15.1639	14.7157	14.6742	15.706	15.0754	14.6165	14.5672	14.3585	2.33067	2.15605	2.13553	1.78624	1.69384	2.04847	2.02889	1.67868	1.58099	1.83801	1.49666	1.39059	1.47919	1.36152	0.989543	11.5888	11.6113	11.2768	11.1178	11.4651	11.1381	10.946	11.1508	10.917	10.5055	11.3756	11.0613	10.8514	11.0747	10.8214	10.3999	10.9493	10.6217	10.2051	10.1633	3.88008	3.69889	1.93476	1.82778	0.837001	0.169334	1.87094	0.0367649	0.0367195	0.0366791	0.0366779	0.0366671	0.0210806	0.0366784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80377	0	-1.8872	0	0	-1.11435	-1.31003	-1.50669	0.0367649	0.0367195	0.0366791	0.0366779	0.0366671	0.0210806	0.0366784	0.743961	0.709221	0.370969	0.350457	0.160486	0.032468	0.358731	0.08247079	0.02052238	0.02148792	0.1917388	1.75439	0	-0.744801	0.880884	0	-0.553032	0	1.93865	0.191739	0.0824708	0.2742096	1	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1
4560	-162.0555	-150.0862	-11.96927	0.0599246	0.0599246	0.201087	0.201087	0.201087	0.194967	0.0599246	0.36013	0.687563	0.510855	0.816438	0.547752	0.562038	1.01823	0.578958	0.580252	0.547011	1.10421	0.615628	0.615002	0.574132	0.544766	20.1381	20.1381	20.2792	20.2792	20.2792	20.2731	0.689464	0.739138	0.888587	0.745024	0.791904	0.943654	0.765493	0.969825	0.760108	0.802944	0.824198	0.985576	0.794515	1.01238	0.78785	0.827186	1.05933	0.781208	0.821953	0.792356	10.6517	11.1298	10.8106	11.3531	10.8786	10.7829	11.6886	10.9355	10.8175	10.7543	11.8304	11.0066	10.8882	10.8114	10.7556	0.956799	0.989614	0.998675	1.12088	0.986657	1.01912	1.02833	1.15278	1.01082	1.03849	1.17115	1.01116	1.17412	0.998059	1.05482	7.76729	7.85911	8.01725	7.74745	7.95532	8.11878	7.7863	8.16474	7.77619	7.72859	8.01818	8.20132	7.84647	8.24858	7.83426	7.78073	8.32963	7.82169	7.77093	7.71371	1	1	3.35567	3.35567	3.35567	3.25354	1	0.00695774	0.00696868	0.00697842	0.00697871	0.00698131	0.00337384	0.00697859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19216	0	-1.92544	-1.93238	0	1.41501	0	0	0.00695774	0.00696868	0.00697842	0.00697871	0.00698131	0.00337384	0.00697859	0.0599246	0.0599246	0.201087	0.201087	0.201087	0.194967	0.0599246	0.07849632	0.01340639	0.0137606	0.05992457	1.55298	1.85636	0	0	0	-0.727815	1.21065	-0.0309074	0.0599246	0.0784963	0.1384209	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1
4580	-164.368	-150.5666	-13.80141	0.23993	0.239517	0.239152	0.239141	0.239044	0.178028	0.239146	0.517795	0.535713	0.518048	0.546826	0.521899	0.507369	0.562606	0.524945	0.509482	0.505374	0.508373	0.468084	0.453181	0.448456	0.444754	1.83177	1.83136	1.83099	1.83098	1.83088	1.76987	0.784119	0.789796	0.788628	0.772531	0.795612	0.794814	0.775129	0.795467	0.773915	0.761005	0.738624	0.739689	0.718662	0.740477	0.717466	0.704216	0.742438	0.715996	0.703299	0.699164	1.46952	1.50329	1.47069	1.52361	1.47795	1.45071	1.55199	1.48375	1.45485	1.44699	1.50295	1.43047	1.40281	1.39382	1.38682	1.04716	1.05172	1.05262	1.04629	1.0297	0.995645	0.996811	0.990965	0.973367	0.997738	0.992599	0.973316	0.990585	0.970678	0.958276	1.53657	1.54737	1.54535	1.51511	1.55843	1.55712	1.52019	1.55817	1.51785	1.49333	1.50499	1.50726	1.46789	1.50857	1.46559	1.44049	1.51204	1.46284	1.43881	1.43082	2.10803	2.10441	2.1012	2.10111	2.10025	1.56417	2.10114	0.0514644	0.0514524	0.0514418	0.0514415	0.0514387	0.0514339	0.0514416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.809844	0	-1.58819	-1.20156	0	-0.209001	0	-1.54739	0.0514644	0.0514524	0.0514418	0.0514415	0.0514387	0.0514339	0.0514416	0.23993	0.239517	0.239152	0.239141	0.239044	0.178028	0.239146	0.04361991	0.007421539	0.04653305	0.1138169	1.61381	0	-1.76965	1.2901	0	0	0	-0.294016	0.113817	0.0436199	0.1574368	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1
4600	-168.8334	-154.1163	-14.71709	0.0594806	0.0603449	0.164008	0.167178	0.217476	0.268111	0.0758254	0.313112	0.52712	0.423668	0.600402	0.449656	0.471448	0.753927	0.518768	0.534176	0.514432	0.849651	0.594573	0.611769	0.58798	0.61809	1.98426	1.98512	2.08878	2.09195	2.14225	2.19289	0.564067	0.597873	0.704494	0.618244	0.680929	0.788332	0.681573	0.803122	0.681254	0.720658	0.753651	0.867195	0.753981	0.882092	0.753046	0.791772	0.954083	0.799109	0.838695	0.821786	1.41482	1.64235	1.52667	1.7151	1.55692	1.55819	1.85822	1.62883	1.62504	1.59737	1.94641	1.70743	1.71025	1.67885	1.70205	0.779758	0.851047	0.860159	0.949449	0.867757	0.92286	0.932114	1.02319	0.937555	0.989424	1.08396	0.988122	1.08651	0.983096	1.03202	1.42523	1.46732	1.57448	1.46076	1.55756	1.66565	1.52915	1.67942	1.52737	1.53769	1.63459	1.75179	1.60952	1.76576	1.6073	1.61824	1.836	1.65145	1.66403	1.63692	1.32556	1.34483	3.65503	3.72566	4.8466	5.97502	1.68982	0.0140401	0.0140156	0.00746613	0.00746578	0.00746269	0.0134457	0.0139935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938154	0	-1.68351	0	0	-1.57068	0.441866	-1.02551	0.0140401	0.0140156	0.00746613	0.00746578	0.00746269	0.0134457	0.0139935	0.0594806	0.0603449	0.164008	0.167178	0.217476	0.268111	0.0758254	0.05437694	0.05913392	0.006585944	0.04487192	0	1.98145	-1.10174	0	-0.628244	0.589443	0.782771	-0.982882	0.0448719	0.0543769	0.09924886	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1
4620	-164.188	-149.544	-14.64393	0.114106	0.113975	0.322818	0.322808	0.32272	0.176694	0.113856	0.398722	0.717918	0.613322	0.790359	0.635763	0.765344	0.899487	0.654366	0.777044	0.75537	0.801979	0.533584	0.656903	0.631008	0.611818	5.64871	5.64858	5.85742	5.85741	5.85732	5.7113	0.813788	0.844546	1.05605	0.968256	0.877084	1.08981	0.981319	1.10194	0.977365	1.12278	0.753932	0.973486	0.857613	0.98598	0.85308	0.996879	1.00877	0.848245	0.993276	0.973602	3.36893	3.76075	3.58778	3.87342	3.62605	3.69673	4.03366	3.65733	3.71774	3.67879	3.95559	3.553	3.61735	3.5717	3.53732	1.19459	1.21601	1.22148	1.41377	1.32992	1.09281	1.09864	1.29268	1.20411	1.10483	1.30319	1.20419	1.3015	1.19488	1.34806	2.96598	3.01922	3.23363	3.07821	3.07445	3.29169	3.10185	3.31047	3.09476	3.18708	2.96649	3.19692	2.99572	3.21649	2.9879	3.07804	3.25133	2.9792	3.07172	3.03513	1.64694	1.64505	4.65937	4.65923	4.65795	2.5503	1.64334	0.0435405	0.0435405	0.0435405	0.0435405	0.0435405	0.0435405	0.0435405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03549	0.409005	-1.95174	0	0	0	0	-1.03522	0.0435405	0.0435405	0.0435405	0.0435405	0.0435405	0.0435405	0.0435405	0.114106	0.113975	0.322818	0.322808	0.32272	0.176694	0.113856	0.08714708	0.04981182	0.04354052	0.06928363	0.965221	1.60652	-0.330274	0	0	0	1.04213	-0.601905	0.0692836	0.0871471	0.1564307	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1
4640	-165.0813	-151.379	-13.70227	0.0451876	0.0450881	0.312478	0.31246	0.312296	0.0660232	0.0449983	0.178941	0.548388	0.450972	0.628929	0.469804	0.67641	0.767735	0.486235	0.684219	0.669875	0.589377	0.263611	0.45682	0.437928	0.425056	4.17331	4.17321	4.4406	4.44058	4.44042	4.19415	0.561441	0.587691	0.859457	0.782654	0.614784	0.889688	0.793318	0.907874	0.789387	1.00923	0.391108	0.672335	0.566522	0.691414	0.561942	0.777342	0.724897	0.557109	0.774321	0.76049	2.3484	2.80026	2.62456	2.93719	2.65949	2.81246	3.15764	2.68971	2.82759	2.80003	3.01276	2.48613	2.61718	2.5813	2.55672	0.914735	0.932422	0.934914	1.19057	1.11936	0.708423	0.711521	0.967452	0.890445	0.713438	0.977275	0.890128	0.979669	0.881211	1.10585	2.11668	2.16545	2.43954	2.29659	2.21506	2.49492	2.31715	2.52405	2.30944	2.48536	2.00931	2.30231	2.10793	2.3326	2.09915	2.26695	2.38492	2.0898	2.2613	2.23443	2.6033	2.59756	18.0021	18.0011	17.9917	3.80365	2.59239	0.0748552	0.0719337	0.0418823	0.0399402	0.0208097	0.00291587	0.0407258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59104	0	-1.99521	-0.0134237	-1.09359	-1.15913	0	-1.98525	0.0748552	0.0719337	0.0418823	0.0399402	0.0208097	0.00291587	0.0407258	0.0451876	0.0450881	0.312478	0.31246	0.312296	0.0660232	0.0449983	0.06057025	0.05368777	0.02531117	0.01735783	0	1.01914	0	0	0	0.986989	1.93787	-1.55307	0.0173578	0.0605703	0.07792808	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1
4660	-159.765	-146.796	-12.96899	0.195368	0.184697	0.295391	0.276266	0.11019	0.0017162	0.0828195	0.543688	0.855931	0.652891	0.99993	0.670484	0.66419	1.12054	0.536982	0.51319	0.467055	1.15402	0.475275	0.440776	0.38559	0.195538	62.604	62.5933	62.704	62.6849	62.5188	62.4104	0.96267	0.993801	1.11815	0.957289	0.880092	1.01043	0.811307	1.03306	0.786037	0.806896	0.81592	0.956065	0.73914	0.980959	0.71232	0.724932	0.889653	0.53874	0.553711	0.509109	31.9514	32.4586	32.0696	32.7569	32.123	32.0019	33.1411	32.0212	31.8658	31.793	33.3017	32.0047	31.8289	31.7382	31.5245	1.30331	1.16972	1.1566	1.25303	1.10423	1.102	1.0894	1.18646	1.02696	0.928656	1.04107	0.860797	1.03256	0.826681	0.857985	22.1053	22.1854	22.3228	22.015	22.1225	22.2718	21.8889	22.3336	21.8575	21.7896	22.101	22.2703	21.8525	22.3363	21.8181	21.7338	22.3142	21.637	21.5575	21.4877	4.70262	4.44575	7.11022	6.64986	2.65234	0.0413099	1.99351	0.00707708	0.00707708	0.00707708	0.00707708	0.00707708	0.0371053	0.00707708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6676	0	-1.94106	0	0	0	-1.54175	-1.67452	0.00707708	0.00707708	0.00707708	0.00707708	0.00707708	0.0371053	0.00707708	0.195368	0.184697	0.295391	0.276266	0.11019	0.0017162	0.0828195	0.09211241	0.01518959	0.007077076	0.04154455	1.92855	1.28974	-1.00048	1.1071	0	1.6569	1.23216	0	0.0415445	0.0921124	0.133657	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0
4680	-164.5689	-149.0881	-15.48076	0.0939422	0.093864	0.260108	0.260103	0.260051	0.0695711	0.0937933	0.419008	0.834721	0.596972	1.02712	0.643628	0.657715	1.35331	0.684365	0.677946	0.641393	1.32036	0.551615	0.535031	0.487461	0.455013	12.5628	12.5627	12.7289	12.7289	12.7289	12.5384	0.854004	0.918923	1.09541	0.906399	0.986439	1.16986	0.933182	1.21185	0.923788	0.970505	0.850817	1.0497	0.790636	1.09379	0.779669	0.816353	1.17111	0.768365	0.809209	0.774231	6.91765	7.53929	7.10599	7.87247	7.19305	7.07153	8.4056	7.26828	7.11049	7.04005	8.45962	7.18307	7.0107	6.92001	6.85755	1.21711	1.26123	1.26839	1.40466	1.22882	1.12482	1.13334	1.27085	1.08114	1.13977	1.29522	1.08084	1.29935	1.05921	1.11825	5.45681	5.57818	5.76119	5.40629	5.70257	5.89872	5.45777	5.96818	5.43935	5.37483	5.61154	5.83965	5.35883	5.91218	5.3378	5.25486	6.03744	5.31564	5.24116	5.17304	1.43536	1.43417	3.97425	3.97416	3.97338	1.06299	1.43309	0.027387	0.027387	0.027387	0.027387	0.027387	0.027387	0.027387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5203	0	-1.68745	-0.836314	0	0	0	-0.749917	0.027387	0.027387	0.027387	0.027387	0.027387	0.027387	0.027387	0.0939422	0.093864	0.260108	0.260103	0.260051	0.0695711	0.0937933	0.1464884	0.03138019	0.02738697	0.06544842	0.320693	1.1053	-0.687801	0	0	0	1.01999	-1.3182	0.0654484	0.146488	0.2119368	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1
4700	-161.542	-145.2524	-16.28962	0.306675	0.293696	0.403711	0.383389	0.188634	0.00309614	0.15818	0.724525	1.01883	0.829487	1.15886	0.841405	0.852166	1.26162	0.675896	0.669551	0.627661	1.22905	0.533263	0.513943	0.463692	0.249747	77.6225	77.6095	77.7195	77.6992	77.5044	77.3189	1.21455	1.23648	1.36903	1.22203	1.08611	1.22435	1.04303	1.25585	1.01984	1.05723	0.940478	1.0823	0.886367	1.11709	0.861337	0.891863	1.01217	0.662815	0.693362	0.653655	39.5843	40.0562	39.6971	40.3462	39.7404	39.6539	40.7167	39.6033	39.4832	39.42	40.8167	39.502	39.3571	39.2774	39.0445	1.62808	1.45747	1.44423	1.55941	1.42476	1.30284	1.28898	1.40462	1.26176	1.10089	1.23079	1.06733	1.23372	1.03811	1.08634	27.3002	27.3632	27.5177	27.2397	27.2556	27.4214	27.0763	27.5016	27.0502	27.0158	27.148	27.3217	26.948	27.408	26.9184	26.8704	27.3858	26.7161	26.6682	26.6093	3.15909	3.0254	4.15867	3.94933	1.94314	0.0318937	1.62943	0.00265883	0.00280027	0.00578859	0.00617014	0.0148274	0.144522	0.00601065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89033	0	-1.67879	0	1.47133	0	-1.18969	-1.20018	0.00265883	0.00280027	0.00578859	0.00617014	0.0148274	0.144522	0.00601065	0.306675	0.293696	0.403711	0.383389	0.188634	0.00309614	0.15818	0.04449732	0.02265735	0.005393183	0.09707684	1.88193	1.87759	-0.280408	0.972716	0	-1.69435	0.906505	-0.898	0.0970768	0.0444973	0.1415742	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1
4720	-168.476	-150.6253	-17.85073	0.318939	0.302923	0.301335	0.282757	0.117982	0.000738214	0.141475	0.626791	0.63038	0.609434	0.615756	0.591829	0.587052	0.45764	0.427903	0.422705	0.403356	0.343595	0.311856	0.306461	0.286883	0.121425	1.61666	1.60065	1.59906	1.58048	1.41571	1.29846	0.932364	0.915182	0.913585	0.893642	0.751845	0.750427	0.729473	0.732539	0.710618	0.706468	0.635761	0.634787	0.613313	0.616923	0.594438	0.590031	0.453546	0.429343	0.425089	0.405738	1.35127	1.3599	1.33416	1.34905	1.31751	1.3096	1.19717	1.15441	1.14567	1.12556	1.08607	1.03953	1.03041	1.00985	0.843715	1.21795	1.05421	1.0357	1.03312	1.01341	0.938238	0.919797	0.917225	0.897181	0.755061	0.752914	0.732389	0.734224	0.71324	0.70928	1.46834	1.45253	1.45091	1.42712	1.29059	1.28932	1.26355	1.27207	1.24442	1.23774	1.17564	1.17525	1.14846	1.15805	1.12929	1.1221	0.995962	0.963874	0.956991	0.936874	1.89454	1.7994	1.78997	1.67961	0.700828	0.00438508	0.840376	0.0432857	0.043277	0.0422208	0.0422206	0.0422186	0.0422152	0.0432691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49128	0	-1.86771	-0.120178	0	-0.181109	-1.46687	0.137209	0.0432857	0.043277	0.0422208	0.0422206	0.0422186	0.0422152	0.0432691	0.318939	0.302923	0.301335	0.282757	0.117982	0.000738214	0.141475	0.005044208	0.01292244	0.03966772	0.1683466	1.86814	0.390452	0	1.12905	-0.0245284	0	0.718574	-1.11487	0.168347	0.00504421	0.1733908	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1
